LOCALITA,CAMERE,SUITE,LETTI,BAGNI,PRIMA_COLAZIONE,IN_ABITATO,SUL_LAGO,VICINO_AEREOPORTO,ZONA_CENTRALE,VICINO_IMP_RISALITA,ZONA_PERIFERICA,ZONA_STAZIONE_FS,CARTE_ACCETTATE,LINGUE_PARLATE,CONGRESSI,OUTPUT,Access. diversamente abili parziale,Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Area attrezzata gioco bimbi,Area fumatori,Aria condizionata,Aria condizionata centralizzata,Aria condizionata non centralizzata,Ascensore,Autorimessa,Bar,Biciclette per ospiti,Cucina di uso comune,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Fitness/centro salute,Frigorifero,Giochi per bambini,Internet point,Jacuzzi/Idromassaggio,Lavaggio e stiratura biancheria,Parcheggio custodito,Parcheggio non custodito,Parcheggio privato,Parco o giardino,Piazzole prevalentemente a prato,Posto auto,Pulizia calzature,Riscaldamento,Ristorante,Ristorante vegetariano,SKY,Sala accoglienza,Sala lettura separata,Sala televisione separata,Sauna privata,Servizi baby sitting,Servizio congressi,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana,Servizio in camera,Solarium,Somministrazione alimenti,Somministrazione bevande,Spiaggia privata,Tavernetta o tavola calda,Telefono per uso comune,Televisione satellitare,Trasporto clienti stazione,WI-FI in aree comuni,Sport_Con_Campo,Sport_Estivi,Sport_Invernali,Piscina,DensitaDemografica,AltezzaCentro,Capoluogo,GradoUrbaniz,ZonaClimatica
0,17,0,29,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.85,125.0,0.0,2.0,0.0
0,3,0,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.23,192.0,0.0,3.0,0.0
0,3,0,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747.32,112.0,0.0,3.0,0.0
1,11,0,19,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.35,19.0,0.0,2.0,0.0
0,18,0,36,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7408.1,122.0,1.0,3.0,0.0
1,2,0,4,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473.36,382.0,1.0,3.0,0.0
0,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707.53,162.0,1.0,3.0,0.0
0,2,0,5,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.5,320.0,0.0,3.0,0.0
0,32,0,28,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.89,414.0,0.0,1.0,0.0
0,69,0,138,69,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,6,3,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1799.71,101.0,0.0,3.0,0.0
0,10,0,20,10,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.96,1508.0,0.0,1.0,1.0
0,3,0,7,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.28,324.0,0.0,3.0,0.0
1,30,0,52,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,0,4,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,137.35,86.0,0.0,2.0,0.0
0,2,0,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.62,97.0,0.0,1.0,0.0
